city,state,state_name,county,lat,lng,population,density,timezone,zips
"Garvin","OK","Oklahoma","McCurtain","33.9561","-94.9357","148","30.1","America/Chicago","74736,74745"
"Amberg","WI","Wisconsin","Marinette","45.5062","-87.9873","148","35.4","America/Chicago","54102"
"Clements","MN","Minnesota","Redwood","44.3801","-95.0548","148","180.4","America/Chicago","56224"
"Emerald","WI","Wisconsin","St. Croix","45.0833","-92.2579","148","30.6","America/Chicago","54013"
"Magnolia","IA","Iowa","Harrison","41.6921","-95.874","148","93.7","America/Chicago","51546,51550"
"Crystal Bay","NV","Nevada","Washoe","39.2314","-120.0019","148","126.7","America/Los_Angeles","89451,89402"
"Jeddo","PA","Pennsylvania","Luzerne","40.9903","-75.8958","148","49.7","America/New_York","18224"
"Brookeville","MD","Maryland","Montgomery","39.1808","-77.0591","148","656.9","America/New_York","20833"
"Virginia City","MT","Montana","Madison","45.2962","-111.9369","148","60.2","America/Denver","59755"
"Circleville","KS","Kansas","Jackson","39.5095","-95.8555","148","112.2","America/Chicago","66416"
"Chical","NM","New Mexico","Valencia","34.8658","-106.6671","148","70.5","America/Denver","87068"
"Clyattville","GA","Georgia","Lowndes","30.688","-83.3154","148","25","America/New_York","31601"
"Binford","ND","North Dakota","Griggs","47.5604","-98.3456","148","207.5","America/Chicago","58416"
"Big Bow","KS","Kansas","Stanton","37.5609","-101.5573","148","11.4","America/Chicago","67855"
"Reydon","OK","Oklahoma","Roger Mills","35.6499","-99.9236","148","115.8","America/Chicago","73660"
"Carbon Hill","OH","Ohio","Hocking","39.5021","-82.2426","148","141.3","America/New_York","43111"
"Gattman","MS","Mississippi","Monroe","33.8848","-88.2367","148","101.6","America/Chicago","38844,39740"
"Goofy Ridge","IL","Illinois","Mason","40.3948","-89.9407","148","42.4","America/Chicago","62644,61567"
"Summit Station","PA","Pennsylvania","Schuylkill","40.562","-76.2013","148","44.7","America/New_York","17979,17972"
"Clark","MO","Missouri","Randolph","39.276","-92.3474","148","95.5","America/Chicago","65243"
"La Fayette","IL","Illinois","Stark","41.1095","-89.9736","148","172.6","America/Chicago","61449"
"Stockett","MT","Montana","Cascade","47.3542","-111.1697","148","36.5","America/Denver","59480"
"Adair","IL","Illinois","McDonough","40.4183","-90.4974","148","133","America/Chicago","61411"
"Corn Creek","SD","South Dakota","Mellette","43.5744","-101.2059","147","28","America/Chicago","57521,57560"
"Claremont","IL","Illinois","Richland","38.7176","-87.9728","147","71.6","America/Chicago","62421"
"Denton","NE","Nebraska","Lancaster","40.7393","-96.8461","147","301.8","America/Chicago","68339"
"Milwaukee","NC","North Carolina","Northampton","36.4047","-77.2306","147","33","America/New_York","27820"
"Spivey","KS","Kansas","Kingman","37.4484","-98.1658","147","108.9","America/Chicago","67142"
"Fairfield","UT","Utah","Utah","40.2462","-112.0842","147","2.2","America/Denver","84013"
"Deer","AR","Arkansas","Newton","35.8238","-93.223","147","20.3","America/Chicago","72628"
"Federal Dam","MN","Minnesota","Cass","47.2411","-94.2152","147","25.7","America/Chicago","56641"
"Hollis","AK","Alaska","Prince of Wales-Hyder","55.5113","-132.7023","147","0.3","America/Sitka","99921"
"Hillview","IL","Illinois","Greene","39.4496","-90.5386","147","69.6","America/Chicago","62050"
"Justice Addition","WV","West Virginia","Logan","37.8916","-81.9928","147","131.3","America/New_York","25601"
"Cantrall","IL","Illinois","Sangamon","39.9353","-89.6788","147","160.2","America/Chicago","62625"
"Willow","OK","Oklahoma","Greer","35.0515","-99.5098","147","117.7","America/Chicago","73673"
"Belmont","LA","Louisiana","Sabine","31.7182","-93.5082","147","5.7","America/Chicago","71486,71406,71450"
"Waves","NC","North Carolina","Dare","35.5695","-75.4666","147","84.1","America/New_York","27982,27972"
"Hillsboro","VA","Virginia","Loudoun","39.1987","-77.7239","147","191.4","America/New_York","20132"
"Round Mountain","CA","California","Shasta","40.8006","-121.9375","147","33.8","America/Los_Angeles","96084"
"Spurgeon","IN","Indiana","Pike","38.2552","-87.2588","147","138.2","America/Indiana/Petersburg","47584,47660"
"Dry Creek","AK","Alaska","Southeast Fairbanks","63.6255","-144.6364","147","6.4","America/Anchorage","99737"
"Webb","IA","Iowa","Clay","42.9497","-95.013","147","112.8","America/Chicago","51366"
"Morrowville","KS","Kansas","Washington","39.8452","-97.1724","147","175.5","America/Chicago","66958"
"Wildrose","ND","North Dakota","Williams","48.6299","-103.1837","147","39.8","America/Chicago","58795"
"Worthville","KY","Kentucky","Carroll","38.6098","-85.0681","147","105.4","America/New_York","41098"
"Ulen","IN","Indiana","Boone","40.0661","-86.465","147","610.4","America/Indiana/Indianapolis","46052"
"Commerce","MO","Missouri","Scott","37.1583","-89.4467","147","38.6","America/Chicago","63742"
"Oceola","OH","Ohio","Crawford","40.8441","-83.0947","147","113.2","America/New_York","44820,44849"
"Whitingham","VT","Vermont","Windham","42.7892","-72.8834","147","70","America/New_York","5361"
"Frenchville","PA","Pennsylvania","Clearfield","41.1048","-78.22","146","72.8","America/New_York","16836"
"Skene","MS","Mississippi","Bolivar","33.704","-90.7974","146","13.7","America/Chicago","38730"
"Bobo","MS","Mississippi","Coahoma","34.1336","-90.6776","146","29.4","America/Chicago","38614"
"Glasgow","IL","Illinois","Scott","39.5487","-90.48","146","55.7","America/Chicago","62694"
"Kaltag","AK","Alaska","Yukon-Koyukuk","64.3223","-158.7436","146","2.4","America/Anchorage","99748"
"Nadine","NM","New Mexico","Lea","32.6231","-103.1078","146","4.9","America/Denver","88240"
"Braman","OK","Oklahoma","Kay","36.9236","-97.3358","146","106.6","America/Chicago","74632"
"Woodland","MS","Mississippi","Chickasaw","33.7797","-89.0507","146","99.4","America/Chicago","39776"
"Chapin","IA","Iowa","Franklin","42.8353","-93.222","146","130.2","America/Chicago","50427,50475"
"Gilman","VT","Vermont","Essex","44.4135","-71.7157","146","127.4","America/New_York","05906,05904"
"Foss","OK","Oklahoma","Washita","35.45","-99.1707","146","76.6","America/Chicago","73647"
"Truesdale","IA","Iowa","Buena Vista","42.7293","-95.1835","146","83.2","America/Chicago","50592"
"Murtaugh","ID","Idaho","Twin Falls","42.4918","-114.1625","146","128.4","America/Boise","83344"
"Blomkest","MN","Minnesota","Kandiyohi","44.9428","-95.0235","146","55.4","America/Chicago","56216"
"Canalou","MO","Missouri","New Madrid","36.754","-89.6866","146","464.8","America/Chicago","63828"
"Freeburn","KY","Kentucky","Pike","37.5619","-82.1514","146","46.7","America/New_York","41528"
"Teresita","OK","Oklahoma","Cherokee","36.123","-94.9803","146","5.8","America/Chicago","74464,74364"
"Happys Inn","MT","Montana","Lincoln","48.0638","-115.135","146","5.7","America/Denver","59923"
"Jersey","GA","Georgia","Walton","33.7177","-83.8","146","72.6","America/New_York","30014,30018"
"Hindsville","AR","Arkansas","Madison","36.1458","-93.8627","146","77.5","America/Chicago","72738"
"Sand Coulee","MT","Montana","Cascade","47.4024","-111.1726","146","21","America/Denver","59472"
"Grafton","NE","Nebraska","Fillmore","40.6298","-97.7146","146","141.4","America/Chicago","68365"
"Kamrar","IA","Iowa","Hamilton","42.3896","-93.7278","145","65.7","America/Chicago","50132"
"Honor","MI","Michigan","Benzie","44.6666","-86.0201","145","103.8","America/Detroit","49640"
"Syracuse","MO","Missouri","Morgan","38.6695","-92.8764","145","105.9","America/Chicago","65354"
"Lane","IL","Illinois","De Witt","40.122","-88.8558","145","67.1","America/Chicago","61727,61750"
"Haleburg","AL","Alabama","Henry","31.4099","-85.1381","145","14.6","America/Chicago","36319"
"Leadore","ID","Idaho","Lemhi","44.6802","-113.3592","145","73.1","America/Boise","83464"
"Quicksburg","VA","Virginia","Shenandoah","38.6932","-78.6789","145","125.9","America/New_York","22844,22847"
"Mitchellville","TN","Tennessee","Sumner","36.6344","-86.54","145","104.3","America/Chicago","37148,37119"
"Amsterdam","MT","Montana","Gallatin","45.7462","-111.3301","145","20.7","America/Denver","59741"
"Crook","CO","Colorado","Logan","40.859","-102.8013","145","58.7","America/Denver","80726"
"St. Lawrence","SD","South Dakota","Hand","44.5166","-98.9379","145","108.3","America/Chicago","57373"
"Appleton","AR","Arkansas","Pope","35.4185","-92.8724","145","10.9","America/Chicago","72823,72843"
"Rye","CO","Colorado","Pueblo","37.9212","-104.9322","145","221.8","America/Denver","81069"
"St. George","WV","West Virginia","Tucker","39.1662","-79.6987","145","53","America/New_York","26287"
"Scotts","MI","Michigan","Kalamazoo","42.1941","-85.4137","145","239.4","America/Detroit","49088"
"Ithaca","NE","Nebraska","Saunders","41.1594","-96.5394","145","194.9","America/Chicago","68033"
"McClelland","IA","Iowa","Pottawattamie","41.3316","-95.6814","145","157.8","America/Chicago","51548"
"Interlaken","UT","Utah","Wasatch","40.5413","-111.4749","145","370.4","America/Denver","84049"
"Maquon","IL","Illinois","Knox","40.798","-90.1632","145","318.9","America/Chicago","61458"
"Hobson","MT","Montana","Judith Basin","46.9992","-109.8731","145","154.6","America/Denver","59452"
"Fort Dodge","KS","Kansas","Ford","37.7304","-99.937","145","266.9","America/Chicago","67801,67843"
"White Oak","NC","North Carolina","Bladen","34.7396","-78.7186","145","11","America/New_York","28399"
"Atkinson Mills","PA","Pennsylvania","Mifflin","40.4519","-77.8052","145","54.9","America/New_York","17051"
"Pottersville","NY","New York","Warren","43.7363","-73.8211","145","24.6","America/New_York","12860"
"Madison","MD","Maryland","Dorchester","38.5163","-76.2182","145","17.5","America/New_York","21648,21677"
"Hallsboro","NC","North Carolina","Columbus","34.3189","-78.5934","145","17.1","America/New_York","28442"
"Avon","MT","Montana","Powell","46.6264","-112.582","145","4.2","America/Denver","59713"
"Lena","MS","Mississippi","Leake","32.5939","-89.5948","144","33.5","America/Chicago","39094"
"Singers Glen","VA","Virginia","Rockingham","38.55","-78.9143","144","64.3","America/New_York","22850"
"Redmon","IL","Illinois","Edgar","39.6448","-87.8616","144","212.4","America/Chicago","61949"
"Freedom Acres","AZ","Arizona","Gila","34.3199","-111.3051","144","31.7","America/Phoenix","85541"
"Clearmont","MO","Missouri","Nodaway","40.508","-95.0326","144","127.9","America/Chicago","64431"
"Muncie","IL","Illinois","Vermilion","40.1161","-87.8431","144","157","America/Chicago","61857"
"Ophir","CO","Colorado","San Miguel","37.8568","-107.8312","144","155.4","America/Denver","81426"
"Colburn","IN","Indiana","Tippecanoe","40.5188","-86.7122","144","328.6","America/Indiana/Indianapolis","47905"
"Hustler","WI","Wisconsin","Juneau","43.8773","-90.2658","144","79.7","America/Chicago","54637,54618"
"Haverhill","IA","Iowa","Marshall","41.9441","-92.9607","144","260.1","America/Chicago","50120"
"Hickory Hill","KY","Kentucky","Jefferson","38.2877","-85.5679","144","1047","America/New_York","40241"
"Republic","KS","Kansas","Republic","39.9239","-97.8245","144","114","America/Chicago","66964"
"Kenton Vale","KY","Kentucky","Kenton","39.0514","-84.5199","144","934.7","America/New_York","41015"
"Yellow Bluff","AL","Alabama","Wilcox","31.9623","-87.4773","144","88.8","America/Chicago","36769"
"Archer","IA","Iowa","O'Brien","43.115","-95.7442","144","176.5","America/Chicago","51231"
"Barrytown","NY","New York","Dutchess","42.0001","-73.9259","144","90.5","America/New_York","12507"
"Osterdock","IA","Iowa","Clayton","42.7313","-91.1586","144","140.7","America/Chicago","52052,52035"
"Monterey Park Tract","CA","California","Stanislaus","37.5268","-121.0115","144","196.9","America/Los_Angeles","95307"
"New Grand Chain","IL","Illinois","Pulaski","37.2552","-89.0165","144","53.3","America/Chicago","62941"
"Bluewater","CA","California","San Bernardino","34.176","-114.264","144","53.1","America/Los_Angeles","92242"
"Taylor","NE","Nebraska","Loup","41.7696","-99.3814","144","203.3","America/Chicago","68879"
"Mellette","SD","South Dakota","Spink","45.1544","-98.4983","144","196.5","America/Chicago","57461"
"Brice","OH","Ohio","Franklin","39.9173","-82.8318","144","741.5","America/New_York","43109,43110"
"Garrattsville","NY","New York","Otsego","42.6524","-75.1691","144","39","America/New_York","13315,13342"
"Canton","IN","Indiana","Washington","38.6239","-86.0347","144","127.2","America/Indiana/Indianapolis","47167"
"Eareckson Station","AK","Alaska","Aleutians West","52.7213","174.111","144","10.1","America/Adak",""
"Crestview","NM","New Mexico","McKinley","35.4878","-108.8574","144","42.7","America/Denver","87301,87319"
"McCord Bend","MO","Missouri","Stone","36.7875","-93.5034","143","408.1","America/Chicago","65656"
"Shevlin","MN","Minnesota","Clearwater","47.5302","-95.2595","143","68.6","America/Chicago","56676"
"Waterville","IA","Iowa","Allamakee","43.2077","-91.2966","143","34.9","America/Chicago","52170"
"Pace","MS","Mississippi","Bolivar","33.7922","-90.8594","143","123.9","America/Chicago","38764"
"Crum","WV","West Virginia","Wayne","37.9095","-82.447","143","108.2","America/New_York","25669"
"Slick","OK","Oklahoma","Creek","35.7799","-96.28","143","7.9","America/Chicago","74071,74010"
"Leshara","NE","Nebraska","Saunders","41.3298","-96.4292","143","195.4","America/Chicago","68064"
"Mentor","MN","Minnesota","Polk","47.6966","-96.144","143","29","America/Chicago","56736"
"Long Island","KS","Kansas","Phillips","39.9462","-99.534","143","134.3","America/Chicago","67647"
"Sierra Village","CA","California","Tuolumne","38.0765","-120.1629","143","21.5","America/Los_Angeles","95335,95346"
"Huntington Center","VT","Vermont","Chittenden","44.2906","-72.9672","143","45.8","America/New_York","5462"
"Knox City","MO","Missouri","Knox","40.1441","-92.0102","143","192.1","America/Chicago","63446"
"Iron Belt","WI","Wisconsin","Iron","46.4031","-90.3194","143","22.4","America/Chicago","54536"
"Hanover","WI","Wisconsin","Rock","42.6389","-89.1712","143","94.8","America/Chicago","53576,53548"
"Leonore","IL","Illinois","LaSalle","41.189","-88.9825","143","141.7","America/Chicago","61332"
"Morland","KS","Kansas","Graham","39.3489","-100.0743","143","115.4","America/Chicago","67650"
"Tina","MO","Missouri","Carroll","39.5379","-93.4413","143","119.3","America/Chicago","64682"
"Wyeville","WI","Wisconsin","Monroe","44.0279","-90.3861","143","97.8","America/Chicago","54666,54660"
"Fairfax","SD","South Dakota","Gregory","43.0281","-98.889","143","113.5","America/Chicago","57335"
"Burkittsville","MD","Maryland","Frederick","39.3923","-77.6275","143","121.6","America/New_York","21755,21718"
"Springport","IN","Indiana","Henry","40.0472","-85.3924","143","171.9","America/Indiana/Indianapolis","47386"
"Kino Springs","AZ","Arizona","Santa Cruz","31.3641","-110.8096","143","185.3","America/Phoenix","85621"
"Blakeslee","OH","Ohio","Williams","41.5243","-84.7309","143","70.8","America/New_York","43505"
"Bridgewater","CT","Connecticut","Western Connecticut","41.5347","-73.3646","143","176.2","America/New_York","6752"
"Booneville","KY","Kentucky","Owsley","37.4702","-83.6828","142","37.6","America/New_York","41314"
"Lockwood","CA","California","Monterey","35.9412","-121.0802","142","5","America/Los_Angeles","93426,93932"
"Denton","MO","Missouri","Pemiscot","36.0905","-89.8915","142","22.2","America/Chicago","63877"
"Mier","IN","Indiana","Grant","40.5748","-85.8233","142","33.9","America/Indiana/Indianapolis","46919"
"Stone Creek","OH","Ohio","Tuscarawas","40.3998","-81.558","142","129","America/New_York","43840"
"Forksville","PA","Pennsylvania","Sullivan","41.4896","-76.6028","142","34.8","America/New_York","18616"
"Mound","TX","Texas","Coryell","31.3505","-97.6432","142","76.6","America/Chicago","76528"
"Forestville","MI","Michigan","Sanilac","43.6599","-82.6126","142","69","America/Detroit","48434"
"Fishersburg","IN","Indiana","Madison","40.072","-85.8594","142","254.7","America/Indiana/Indianapolis","46051"
"Loving","TX","Texas","Young","33.2628","-98.5156","142","27.8","America/Chicago","76460"
"Rulo","NE","Nebraska","Richardson","40.0518","-95.4301","142","87.4","America/Chicago","68431"
"Bearden","OK","Oklahoma","Okfuskee","35.3569","-96.3851","142","7.3","America/Chicago","74859"
"Frankfort","SD","South Dakota","Spink","44.8777","-98.3092","142","69.6","America/Chicago","57440"
"Fort Yates","ND","North Dakota","Sioux","46.0865","-100.6301","142","571.8","America/Chicago","58538"
